long,lat,id,group,Cod.Dep,Departamento,Tipo,F,M,Casos,rango
-72.72585651,1.18610046,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.72585651,1.18610046,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.66219872,1.15079357,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.66219872,1.15079357,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.66219872,1.15079357,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.64990279,1.18181444,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.64990279,1.18181444,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.64990279,1.18181444,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.62257069,1.13624924,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.62257069,1.13624924,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.62257069,1.13624924,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.51091669,1.06801118,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.51091669,1.06801118,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.51091669,1.06801118,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.45612245,1.08028324,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.45612245,1.08028324,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.45612245,1.08028324,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.39946046,1.00393387,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.39946046,1.00393387,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.39946046,1.00393387,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.41047863,0.98681951,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.41047863,0.98681951,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.41047863,0.98681951,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.40046512,0.96736287,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.40046512,0.96736287,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.40046512,0.96736287,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.37702238,0.96020681,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.37702238,0.96020681,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.37702238,0.96020681,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.39160006,0.91909029,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.39160006,0.91909029,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.39160006,0.91909029,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.3544083,0.93506967,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.3544083,0.93506967,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.3544083,0.93506967,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.33992407,0.92665947,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.33992407,0.92665947,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.33992407,0.92665947,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.34693257,0.90292402,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.34693257,0.90292402,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.34693257,0.90292402,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.33235489,0.87937547,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.33235489,0.87937547,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.33235489,0.87937547,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.34356849,0.8686291,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.34356849,0.8686291,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.34356849,0.8686291,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.32880392,0.84078201,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.32880392,0.84078201,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.32880392,0.84078201,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.31665585,0.85302352,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.31665585,0.85302352,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.31665585,0.85302352,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.32310367,0.87610484,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.32310367,0.87610484,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.32310367,0.87610484,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.28852842,0.87320799,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.28852842,0.87320799,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.28852842,0.87320799,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.30142405,0.8423706,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.30142405,0.8423706,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.30142405,0.8423706,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.28675293,0.8187286,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.28675293,0.8187286,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.28675293,0.8187286,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.31011459,0.80929049,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.31011459,0.80929049,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.31011459,0.80929049,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.26965448,0.7631052,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.26965448,0.7631052,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.26965448,0.7631052,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.27034079,0.79409852,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.27034079,0.79409852,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.27034079,0.79409852,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.24869585,0.7885374,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.24869585,0.7885374,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.24869585,0.7885374,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.2218513,0.74727964,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.2218513,0.74727964,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.2218513,0.74727964,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.22132324,0.70665604,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.22132324,0.70665604,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.22132324,0.70665604,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.20037844,0.70196995,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.20037844,0.70196995,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.20037844,0.70196995,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.19079117,0.72698878,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.19079117,0.72698878,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.19079117,0.72698878,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.16393369,0.71333021,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.16393369,0.71333021,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.16393369,0.71333021,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.16337797,0.73385081,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.16337797,0.73385081,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.16337797,0.73385081,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.14029385,0.71805818,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.14029385,0.71805818,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.14029385,0.71805818,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.12670095,0.74012203,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.12670095,0.74012203,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.12670095,0.74012203,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.10982473,0.70492493,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.10982473,0.70492493,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.10982473,0.70492493,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.07035933,0.69271102,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.07035933,0.69271102,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.07035933,0.69271102,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.08428057,0.65777659,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.08428057,0.65777659,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.08428057,0.65777659,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.99793382,0.65739401,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.99793382,0.65739401,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.99793382,0.65739401,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.99496049,0.63307634,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.99496049,0.63307634,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.99496049,0.63307634,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.98147427,0.63063396,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.98147427,0.63063396,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.98147427,0.63063396,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-72.01173861,0.5960158,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-72.01173861,0.5960158,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-72.01173861,0.5960158,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.95310178,0.54000853,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.95310178,0.54000853,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.95310178,0.54000853,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.93864518,0.56996109,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.93864518,0.56996109,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.93864518,0.56996109,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.91318078,0.51596144,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.91318078,0.51596144,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.91318078,0.51596144,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.92900745,0.48662305,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.92900745,0.48662305,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.92900745,0.48662305,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.90146431,0.47197747,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.90146431,0.47197747,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.90146431,0.47197747,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.92050356,0.45256027,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.92050356,0.45256027,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.92050356,0.45256027,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.88984234,0.44755243,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.88984234,0.44755243,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.88984234,0.44755243,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.8871022,0.46937906,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.8871022,0.46937906,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.8871022,0.46937906,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.85899215,0.45700119,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.85899215,0.45700119,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.85899215,0.45700119,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.84689774,0.41358414,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.84689774,0.41358414,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.84689774,0.41358414,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.82341757,0.40574167,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.82341757,0.40574167,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.82341757,0.40574167,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.85218904,0.35136407,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.85218904,0.35136407,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.85218904,0.35136407,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.82346482,0.33936415,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.82346482,0.33936415,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.82346482,0.33936415,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.8018744,0.3552853,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.8018744,0.3552853,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.8018744,0.3552853,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.8148192,0.37356865,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.8148192,0.37356865,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.8148192,0.37356865,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.76696124,0.36960017,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.76696124,0.36960017,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.76696124,0.36960017,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.78907134,0.33567913,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.78907134,0.33567913,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.78907134,0.33567913,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.75368574,0.33241931,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.75368574,0.33241931,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.75368574,0.33241931,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.7372449,0.2856952,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.7372449,0.2856952,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.7372449,0.2856952,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.70500728,0.31842242,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.70500728,0.31842242,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.70500728,0.31842242,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.70086244,0.29955624,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.70086244,0.29955624,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.70086244,0.29955624,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.72630319,0.28097591,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.72630319,0.28097591,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.72630319,0.28097591,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.69793246,0.23745507,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.69793246,0.23745507,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.69793246,0.23745507,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.64390659,0.20958458,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.64390659,0.20958458,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.64390659,0.20958458,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.62411139,0.21587331,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.62411139,0.21587331,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.62411139,0.21587331,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.61712271,0.19293931,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.61712271,0.19293931,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.61712271,0.19293931,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.63614886,0.18297214,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.63614886,0.18297214,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.63614886,0.18297214,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.60578247,0.18330257,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.60578247,0.18330257,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.60578247,0.18330257,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.56009807,0.21564551,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.56009807,0.21564551,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.56009807,0.21564551,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.58994791,0.16625515,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.58994791,0.16625515,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.58994791,0.16625515,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.5314611,0.16524443,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.5314611,0.16524443,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.5314611,0.16524443,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.5450047,0.13202554,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.5450047,0.13202554,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.5450047,0.13202554,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.53328039,0.12036861,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.53328039,0.12036861,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.53328039,0.12036861,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.49669244,0.13317102,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.49669244,0.13317102,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.49669244,0.13317102,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.47351333,0.1849871,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.47351333,0.1849871,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.47351333,0.1849871,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.45606162,0.17548636,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.45606162,0.17548636,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.45606162,0.17548636,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.47034642,0.15264416,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.47034642,0.15264416,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.47034642,0.15264416,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.45107542,0.13923532,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.45107542,0.13923532,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.45107542,0.13923532,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.40882746,0.15069011,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.40882746,0.15069011,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.40882746,0.15069011,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.40060696,0.18599782,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.40060696,0.18599782,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.40060696,0.18599782,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.37311546,0.1721173,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.37311546,0.1721173,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.37311546,0.1721173,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.36543402,0.14455843,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.36543402,0.14455843,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.36543402,0.14455843,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.34185063,0.13829198,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.34185063,0.13829198,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.34185063,0.13829198,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.33524727,0.1550025,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.33524727,0.1550025,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.33524727,0.1550025,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.32096248,0.13633793,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.32096248,0.13633793,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.32096248,0.13633793,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.32850916,0.1128893,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.32850916,0.1128893,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.32850916,0.1128893,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.29030407,0.09590926,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.29030407,0.09590926,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.29030407,0.09590926,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.29663789,0.07057396,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.29663789,0.07057396,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.29663789,0.07057396,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.25384594,0.05951884,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.25384594,0.05951884,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.25384594,0.05951884,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.26336687,0.04193314,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.26336687,0.04193314,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.26336687,0.04193314,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.32787104,0.01874271,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.32787104,0.01874271,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.32787104,0.01874271,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.3705894,0.03118495,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.3705894,0.03118495,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.3705894,0.03118495,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.40045078,0.00560924,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.40045078,0.00560924,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.40045078,0.00560924,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.44837903,0.00334885,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.44837903,0.00334885,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.44837903,0.00334885,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.45375194,-0.01222654,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.45375194,-0.01222654,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.45375194,-0.01222654,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.54671623,0.02133596,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.54671623,0.02133596,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.54671623,0.02133596,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.57721979,0.01574364,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.57721979,0.01574364,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.57721979,0.01574364,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.59348836,-0.01442099,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.59348836,-0.01442099,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
-71.59348836,-0.01442099,6,6.1,18,Caquetá,Fallecido,117,223,340,0 - 1000
-71.70482635,-0.06729382,6,6.1,18,Caquetá,Activo,480,623,1103,0 - 2000
-71.70482635,-0.06729382,6,6.1,18,Caquetá,Recuperado,4223,4204,8427,0 - 20000
